hoja,seccion,columna_excel,encabezado_principal,encabezado_sub,campo_destino,tipo_dato,descripcion
A09,F.2,G,GRUPO ETARIO Y SEXO,Menos de 1 año,grupo_etario_y_sexo_menos_de_1_ano,entero,
A09,F.2,I,,1 año,grupo_etario_y_sexo_1_ano,entero,
A09,F.2,K,,2 años,grupo_etario_y_sexo_2_anos,entero,
A09,F.2,M,,3 años,grupo_etario_y_sexo_3_anos,entero,
A09,F.2,O,,4 años,grupo_etario_y_sexo_4_anos,entero,
A09,F.2,Q,,5 años,grupo_etario_y_sexo_5_anos,entero,
A09,F.2,S,,6 años,grupo_etario_y_sexo_6_anos,entero,
A09,F.2,U,,7 años,grupo_etario_y_sexo_7_anos,entero,
A09,F.2,W,,8-9 años,grupo_etario_y_sexo_8_9_anos,entero,
A09,F.2,Y,,10-14 años,grupo_etario_y_sexo_10_14_anos,entero,
A09,F.2,AA,,15-19 años,grupo_etario_y_sexo_15_19_anos,entero,
A09,F.2,AC,,20-29 años,grupo_etario_y_sexo_20_29_anos,entero,
A09,F.2,AE,,30-39 años,grupo_etario_y_sexo_30_39_anos,entero,
A09,F.2,AG,,40-49 años,grupo_etario_y_sexo_40_49_anos,entero,
A09,F.2,AI,,50-59 años,grupo_etario_y_sexo_50_59_anos,entero,
A09,F.2,AK,,60-64 años,grupo_etario_y_sexo_60_64_anos,entero,
A09,F.2,AM,,65-74 años,grupo_etario_y_sexo_65_74_anos,entero,
A09,F.2,AO,,75 y más años,grupo_etario_y_sexo_75_y_mas_anos,entero,
A09,F.2,AQ,12 años (incluidos en  grupo de 10-14 años),,c_12_anos_incluidos_en_grupo_de_10_14_anos,entero,
A09,F.2,AR,Gestantes,,gestantes,entero,
A09,F.2,AS,60 años (incluido en grupos de 60-64 años),,c_60_anos_incluido_en_grupos_de_60_64_anos,entero,
A09,F.2,AT,Compra de Servicio,,compra_de_servicio,texto,
A09,F.2,AU,Usuarios con Discapacidad,,usuarios_con_discapacidad,entero,
A09,F.2,AV,"Niños, niñas, adolescentes y jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A09,F.2,AW,"Niños, niñas, adolescentes y jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A09,F.2,AX,Migrantes,,migrantes,entero,
A09,G,A,PROGRAMA - ACTIVIDAD,,programa_actividad,texto,
A09,G,D,TOTAL,,total,entero,
A09,G,G,RANGO ETARIO Y SEXO,Menos de 1 año,rango_etario_y_sexo_menos_de_1_ano,entero,
A09,G,I,,1 año,rango_etario_y_sexo_1_ano,entero,
A09,G,K,,2 años,rango_etario_y_sexo_2_anos,entero,
A09,G,M,,3 años,rango_etario_y_sexo_3_anos,entero,
A09,G,O,,4 años,rango_etario_y_sexo_4_anos,entero,
A09,G,Q,,5 años,rango_etario_y_sexo_5_anos,entero,
A09,G,S,,6 años,rango_etario_y_sexo_6_anos,entero,
A09,G,U,,7 años,rango_etario_y_sexo_7_anos,entero,
A09,G,W,,8-9 años,rango_etario_y_sexo_8_9_anos,entero,
A09,G,Y,,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A09,G,AA,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A09,G,AC,,20-29 años,rango_etario_y_sexo_20_29_anos,entero,
A09,G,AE,,30-39 años,rango_etario_y_sexo_30_39_anos,entero,
A09,G,AG,,40-49 años,rango_etario_y_sexo_40_49_anos,entero,
A09,G,AI,,50-59 años,rango_etario_y_sexo_50_59_anos,entero,
A09,G,AK,,60-64 años,rango_etario_y_sexo_60_64_anos,entero,
A09,G,AM,,65-74 años,rango_etario_y_sexo_65_74_anos,entero,
A09,G,AO,,75 y más años,rango_etario_y_sexo_75_y_mas_anos,entero,
A09,G,AQ,Compra de Servicio,,compra_de_servicio,texto,
A09,G,AR,Usuarios con Discapacidad,,usuarios_con_discapacidad,entero,
A09,G,AS,"Niños, niñas, adolescentes y jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A09,G,AT,"Niños, niñas, adolescentes y jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A09,G,AU,Migrantes,,migrantes,entero,
A09,G,AV,Egreso por Abandono,,egreso_por_abandono,entero,
A09,G,AW,Persona con ingreso integral y condición crónica,,persona_con_ingreso_integral_y_condicion_cronica,entero,
A09,G,AX,Pueblos originarios,,pueblos_originarios,entero,
A09,G.1,A,ACTIVIDAD,,actividad,texto,
A09,G.1,D,TOTAL,,total,entero,
A09,G.1,G,RANGO ETARIO Y SEXO,Menos de 1 año,rango_etario_y_sexo_menos_de_1_ano,entero,
A09,G.1,I,,1 año,rango_etario_y_sexo_1_ano,entero,
A09,G.1,K,,2 años,rango_etario_y_sexo_2_anos,entero,
A09,G.1,M,,3 años,rango_etario_y_sexo_3_anos,entero,
A09,G.1,O,,4 años,rango_etario_y_sexo_4_anos,entero,
A09,G.1,Q,,5 años,rango_etario_y_sexo_5_anos,entero,
A09,G.1,S,,6 años,rango_etario_y_sexo_6_anos,entero,
A09,G.1,U,,7 años,rango_etario_y_sexo_7_anos,entero,
A09,G.1,W,,8-9 años,rango_etario_y_sexo_8_9_anos,entero,
A09,G.1,Y,,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A09,G.1,AA,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A09,G.1,AC,Usuarios con Discapacidad,,usuarios_con_discapacidad,entero,
A09,G.1,AD,Total,,total_4,entero,
A09,G.1,AE,JUNJI,,junji,entero,
A09,G.1,AF,INTEGRA,,integra,entero,
A09,G.1,AG,MINEDUC,,mineduc,entero,
A09,G.1,AH,Pueblos originarios,,pueblos_originarios,entero,
A09,G.1,AI,Migrantes,,migrantes,entero,
A09,H,A,ACTIVIDAD,,actividad,texto,
A09,H,D,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A09,H,E,,Hombres,total_hombres,entero,
A09,H,F,,Mujeres,total_mujeres,entero,
A09,H,G,Procedimiento,,procedimiento,entero,
A09,H,H,Cirugía menor,,cirugia_menor,entero,
A09,H,I,Cirugía mayor no ambulatoria urgencia/electiva,,cirugia_mayor_no_ambulatoria_urgencia_electiva,entero,
A09,H,J,Cirugía mayor ambulatoria urgencia/electiva,,cirugia_mayor_ambulatoria_urgencia_electiva,entero,
A09,H,K,Usuarios con Discapacidad,,usuarios_con_discapacidad,entero,
A09,I,A,ESPECIALIDAD Y TIPO DE INGRESO O EGRESO.,,especialidad_y_tipo_de_ingreso_o_egreso,texto,
A09,I,D,TOTAL,,total,entero,
A09,I,G,RANGO ETARIO Y SEXO,Menor o igual a 2 años,rango_etario_y_sexo_menor_o_igual_a_2_anos,entero,
A09,I,I,,3 años,rango_etario_y_sexo_3_anos,entero,
A09,I,K,,4 años,rango_etario_y_sexo_4_anos,entero,
A09,I,M,,5 años,rango_etario_y_sexo_5_anos,entero,
A09,I,O,,6 años,rango_etario_y_sexo_6_anos,entero,
A09,I,Q,,7 años,rango_etario_y_sexo_7_anos,entero,
A09,I,S,,8-9 años,rango_etario_y_sexo_8_9_anos,entero,
A09,I,U,,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A09,I,W,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A09,I,Y,,20-24 años,rango_etario_y_sexo_20_24_anos,entero,
A09,I,AA,,25-34 años,rango_etario_y_sexo_25_34_anos,entero,
A09,I,AC,,35-44 años,rango_etario_y_sexo_35_44_anos,entero,
A09,I,AE,,45-59 años,rango_etario_y_sexo_45_59_anos,entero,
A09,I,AG,,60-64 años,rango_etario_y_sexo_60_64_anos,entero,
A09,I,AI,,65-74 años,rango_etario_y_sexo_65_74_anos,entero,
A09,I,AK,,75 y más años,rango_etario_y_sexo_75_y_mas_anos,entero,
A09,I,AM,Gestantes,,gestantes,entero,
A09,I,AN,60 años (incluido en grupos de  60-64 años),,c_60_anos_incluido_en_grupos_de_60_64_anos,entero,
A09,I,AO,CONSULTAS PERTINENTES,Según Protocolo de Referencia,consultas_pertinentes_segun_protocolo_de_referencia,texto,
A09,I,AP,,Según condición clínica,consultas_pertinentes_segun_condicion_clinica,entero,
A09,I,AQ,Inasistente,,inasistente,entero,
A09,I,AR,Compra de Servicio,,compra_de_servicio,texto,
A09,I,AS,Ortodoncia interceptiva,,ortodoncia_interceptiva,entero,
A09,I,AT,Usuarios con Discapacidad,,usuarios_con_discapacidad,entero,
A09,I,AU,Usuarios Oncológicos,,usuarios_oncologicos,entero,
A09,I,AV,Contrarreferencia al alta,,contrarreferencia_al_alta,entero,
A09,I,AW,Migrantes,,migrantes_migrantes,entero,
A09,I,AX,Pueblos originarios,,pueblos_originarios,entero,
A09,J,A,TIPO DE ACTIVIDAD,,tipo_de_actividad,texto,
A09,J,D,TOTAL,,total,entero,
A09,J,G,RANGO ETARIO Y SEXO,Menos de 1 año,rango_etario_y_sexo_menos_de_1_ano,entero,
A09,J,I,,1 año,rango_etario_y_sexo_1_ano,entero,
A09,J,K,,2 años,rango_etario_y_sexo_2_anos,entero,
A09,J,M,,3 años,rango_etario_y_sexo_3_anos,entero,
A09,J,O,,4 años,rango_etario_y_sexo_4_anos,entero,
A09,J,Q,,5 años,rango_etario_y_sexo_5_anos,entero,
A09,J,S,,6 años,rango_etario_y_sexo_6_anos,entero,
A09,J,U,,7 años,rango_etario_y_sexo_7_anos,entero,
A09,J,W,,8-9 años,rango_etario_y_sexo_8_9_anos,entero,
A09,J,Y,,10-14 años,rango_etario_y_sexo_10_14_anos,entero,
A09,J,AA,,15-19 años,rango_etario_y_sexo_15_19_anos,entero,
A09,J,AC,,20-24 años,rango_etario_y_sexo_20_24_anos,entero,
A09,J,AE,,25-34 años,rango_etario_y_sexo_25_34_anos,entero,
A09,J,AG,,35-44 años,rango_etario_y_sexo_35_44_anos,entero,
A09,J,AI,,45-59 años,rango_etario_y_sexo_45_59_anos,entero,
A09,J,AK,,60-64 años,rango_etario_y_sexo_60_64_anos,entero,
A09,J,AM,,65-74 años,rango_etario_y_sexo_65_74_anos,entero,
A09,J,AO,,75 y más años,rango_etario_y_sexo_75_y_mas_anos,entero,
A09,J,AQ,Gestante,,gestante,entero,
A09,J,AR,60 años (incluidos en grupos de 60-64 años),,c_60_anos_incluidos_en_grupos_de_60_64_anos,entero,
A09,K,A,ESPECIALIDADES,Endodoncia,especialidades_endodoncia,entero,
A09,K,C,Nº Consultorías,0,no_consultorias_0,entero,
A09,K,D,Nº de casos revisados por el equipo,0,no_de_casos_revisados_por_el_equipo_0,entero,
A09,K,E,Nº de casos atendidos,0,no_de_casos_atendidos_0,entero,
A11A,I,A,GESTANTES EVALUADAS PARA HEPATITIS B EN ATENCIÓN PRIMARIA,,total,entero,
A11A,I,B,TOTAL,,rango_etario_10_14_anos,entero,
A11A,I,C,RANGO ETARIO,10 - 14 años,rango_etario_15_19_anos,entero,
A11A,I,D,15 - 19 años,,rango_etario_20_24_anos,entero,
A11A,I,E,20 - 24 años,,rango_etario_25_29_anos,entero,
A11A,I,F,25 - 29 años,,rango_etario_30_34_anos,entero,
A11A,I,G,30 - 34 años,,rango_etario_35_39_anos,entero,
A11A,I,H,35 - 39 años,,rango_etario_40_44_anos,entero,
A11A,I,I,40 - 44 años,,rango_etario_45_49_anos,entero,
A11A,I,J,45 - 49 años,,rango_etario_50_54_anos,entero,
A11A,I,K,50 - 54 años,,pueblos_originarios,entero,
A11A,I,L,Pueblos Originarios,,migrantes,entero,
A11A,J,B,TOTAL,,recien_nacidos_hijos_de_madre_hepatitis_b_positiva_nacidos_en_el_periodo,entero,
A11A,J,C,Pueblos Originarios,,total_0,entero,
A11A,J,D,Migrantes,,pueblos_originarios_0,entero,
A11A,K,B,TOTAL,,ninos_as_hijos_de_madre_hepatitis_b_positiva_evaluados_al_ano_de_vida,entero,
A11A,K,C,Pueblos Originarios,,total_0,entero,
A11A,K,D,Migrantes,,pueblos_originarios_0,entero,
A11A,L,A,CONDICIÓN,,condicion,entero,
A11A,L,B,TOTAL,,total,entero,
A11A,L,C,GRUPO DE EDAD,10 - 14 años,grupo_de_edad_10_14_anos,entero,
A11A,L,D,15 - 19 años,,grupo_de_edad_15_19_anos,entero,
A11A,L,E,20 - 24 años,,grupo_de_edad_20_24_anos,entero,
A11A,L,F,25 - 29 años,,grupo_de_edad_25_29_anos,entero,
A11A,L,G,30 - 34 años,,grupo_de_edad_30_34_anos,entero,
A11A,L,H,35 - 39 años,,grupo_de_edad_35_39_anos,entero,
A11A,L,I,40 - 44 años,,grupo_de_edad_40_44_anos,entero,
A11A,L,J,45 - 49 años,,grupo_de_edad_45_49_anos,entero,
A11A,L,K,50 - 54 años,,grupo_de_edad_50_54_anos,entero,
A11A,L,L,55 y más años,,grupo_de_edad_55_y_mas_anos,entero,
A11A,L,M,Pueblos Originarios,,pueblos_originarios,entero,
A11A,L,N,Migrantes,,migrantes,entero,
A11A,M,A,CONDICIÓN,,condicion,entero,
A11A,M,B,TOTAL,,total,entero,
A11A,M,C,RANGO ETARIO,Menos de 1 mes,rango_etario_menos_de_1_mes,entero,
A11A,M,D,1 mes,,rango_etario_1_mes,entero,
A11A,M,E,2 meses,,rango_etario_2_meses,entero,
A11A,M,F,3 meses,,rango_etario_3_meses,entero,
A11A,M,G,4 meses,,rango_etario_4_meses,entero,
A11A,M,H,5 meses,,rango_etario_5_meses,entero,
A11A,M,I,6 meses,,rango_etario_6_meses,entero,
A11A,M,J,7 meses,,rango_etario_7_meses,entero,
A11A,M,K,8 meses,,rango_etario_8_meses,entero,
A11A,M,L,9 meses,,rango_etario_9_meses,entero,
A11A,M,M,10 meses,,rango_etario_10_meses,entero,
A11A,M,N,11 meses,,rango_etario_11_meses,entero,
A11A,M,O,12 meses,,rango_etario_12_meses,entero,
A11A,M,P,13 meses,,rango_etario_13_meses,entero,
A11A,M,Q,14 meses,,rango_etario_14_meses,entero,
A11A,M,R,15 meses,,rango_etario_15_meses,entero,
A11A,M,S,Pueblos Originarios,,pueblos_originarios,entero,
A11A,M,T,Migrantes,,migrantes,entero,
A11A,N,A,CONDICIÓN,,condicion,entero,
A11A,N,B,TOTAL,Ambos sexos,total_ambos_sexos,entero,
A11A,N,C,Hombres,,total_hombres,entero,
A11A,N,D,Mujeres,,total_mujeres,entero,
A11A,N,E,RANGO ETARIO Y SEXO,Menos de 1 año | Hombres,rango_etario_y_sexo_menos_de_1_ano,entero,
A11A,N,F,Mujeres,,rango_etario_y_sexo,entero,
A11A,N,G,1-4 años,Hombres,rango_etario_y_sexo_1_4_anos,entero,
A11A,N,H,Mujeres,,rango_etario_y_sexo_2,entero,
A11A,N,I,5-9 años,Hombres,rango_etario_y_sexo_5_9_anos,entero,
A11A,N,J,Mujeres,,rango_etario_y_sexo_3,entero,
A11A,N,K,10-14 años,Hombres,rango_etario_y_sexo_10_14_anos,entero,
A11A,N,L,Mujeres,,rango_etario_y_sexo_4,entero,
A11A,N,M,15 - 19 años,Hombres,rango_etario_y_sexo_15_19_anos,entero,
A11A,N,N,Mujeres,,rango_etario_y_sexo_5,entero,
A11A,N,O,20 - 24 años,Hombres,rango_etario_y_sexo_20_24_anos,entero,
A11A,N,P,Mujeres,,rango_etario_y_sexo_6,entero,
A11A,N,Q,25 - 29 años,Hombres,rango_etario_y_sexo_25_29_anos,entero,
A11A,N,R,Mujeres,,rango_etario_y_sexo_7,entero,
A11A,N,S,30 - 34 años,Hombres,rango_etario_y_sexo_30_34_anos,entero,
A11A,N,T,Mujeres,,rango_etario_y_sexo_8,entero,
A11A,N,U,35 - 39 años,Hombres,rango_etario_y_sexo_35_39_anos,entero,
A11A,N,V,Mujeres,,rango_etario_y_sexo_9,entero,
A11A,N,W,40 - 44 años,Hombres,rango_etario_y_sexo_40_44_anos,entero,
A11A,N,X,Mujeres,,rango_etario_y_sexo_10,entero,
A11A,N,Y,45 - 49 años,Hombres,rango_etario_y_sexo_45_49_anos,entero,
A11A,N,Z,Mujeres,,rango_etario_y_sexo_11,entero,
A11A,N,AA,50 - 54 años,Hombres,rango_etario_y_sexo_50_54_anos,entero,
A11A,N,AB,Mujeres,,rango_etario_y_sexo_12,entero,
A11A,N,AC,55-59 años,Hombres,rango_etario_y_sexo_55_59_anos,entero,
A11A,N,AD,Mujeres,,rango_etario_y_sexo_13,entero,
A11A,N,AE,60-64 años,Hombres,rango_etario_y_sexo_60_64_anos,entero,
A11A,N,AF,Mujeres,,rango_etario_y_sexo_14,entero,
A11A,N,AG,65-69 años,Hombres,rango_etario_y_sexo_65_69_anos,entero,
A11A,N,AH,Mujeres,,rango_etario_y_sexo_15,entero,
A11A,N,AI,70 y más años,Hombres,rango_etario_y_sexo_70_y_mas_anos,entero,
A11A,N,AJ,Mujeres,,rango_etario_y_sexo_16,entero,
A11,A.1,A,GRUPO DE PESQUISA,,grupo_de_pesquisa,entero,
A11,A.1,B,TOTAL,Procesados,total,entero,
A11,A.1,C,Reactivos,,total_2,entero,
A11,A.1,D,RANGO ETARIO,Menos de 6 meses | Procesados,rango_etario_menos_de_6_meses,entero,
A11,A.1,E,Reactivos,,rango_etario,entero,
A11,A.1,F,6 - 11 meses,Procesados,rango_etario_6_11_meses,entero,
A11,A.1,G,Reactivos,,rango_etario_2,entero,
A11,A.1,H,12-24 meses,Procesados,rango_etario_12_24_meses,entero,
A11,A.1,I,Reactivos,,rango_etario_3,entero,
A11,A.1,J,3 - 4 años,Procesados,rango_etario_3_4_anos,entero,
A11,A.1,K,Reactivos,,rango_etario_4,entero,
A11,A.1,L,5 - 9 años,Procesados,rango_etario_5_9_anos,entero,
A11,A.1,M,Reactivos,,rango_etario_5,entero,
A11,A.1,N,10 - 14 años,Procesados,rango_etario_10_14_anos,entero,
A11,A.1,O,Reactivos,,rango_etario_6,entero,
A11,A.1,P,15 - 19 años,Procesados,rango_etario_15_19_anos,entero,
A11,A.1,Q,Reactivos,,rango_etario_7,entero,
A11,A.1,R,20 - 24 años,Procesados,rango_etario_20_24_anos,entero,
A11,A.1,S,Reactivos,,rango_etario_8,entero,
A11,A.1,T,25 - 29 años,Procesados,rango_etario_25_29_anos,entero,
A11,A.1,U,Reactivos,,rango_etario_9,entero,
A11,A.1,V,30 - 34 años,Procesados,rango_etario_30_34_anos,entero,
A11,A.1,W,Reactivos,,rango_etario_10,entero,
A11,A.1,X,35 - 39 años,Procesados,rango_etario_35_39_anos,entero,
A11,A.1,Y,Reactivos,,rango_etario_11,entero,
A11,A.1,Z,40 - 44 años,Procesados,rango_etario_40_44_anos,entero,
A11,A.1,AA,Reactivos,,rango_etario_12,entero,
A11,A.1,AB,45 - 49 años,Procesados,rango_etario_45_49_anos,entero,
A11,A.1,AC,Reactivos,,rango_etario_13,entero,
A11,A.1,AD,50 - 54 años,Procesados,rango_etario_50_54_anos,entero,
A11,A.1,AE,Reactivos,,rango_etario_14,entero,
A11,A.1,AF,55 - 59 años,Procesados,rango_etario_55_59_anos,entero,
A11,A.1,AG,Reactivos,,rango_etario_15,entero,
A11,A.1,AH,60 - 64 años,Procesados,rango_etario_60_64_anos,entero,
A11,A.1,AI,Reactivos,,rango_etario_16,entero,
A11,A.1,AJ,65 - 69 años,Procesados,rango_etario_65_69_anos,entero,
A11,A.1,AK,Reactivos,,rango_etario_17,entero,
A11,A.1,AL,70 - 74 años,Procesados,rango_etario_70_74_anos,entero,
A11,A.1,AM,Reactivos,,rango_etario_18,entero,
A11,A.1,AN,75 - 79 años,Procesados,rango_etario_75_79_anos,entero,
A11,A.1,AO,Reactivos,,rango_etario_19,entero,
A11,A.1,AP,80 y más años,Procesados,rango_etario_80_y_mas_anos,entero,
A11,A.1,AQ,Reactivos,,rango_etario_20,entero,
A11,A.1,AR,POR SEXO (Procesados),Hombres,por_sexo_procesados_hombres,entero,
A11,A.1,AS,Mujeres,,por_sexo_procesados_mujeres,entero,
A11,A.1,AT,TRANS,Masculino,trans,entero,
A11,A.1,AU,Femenino,,trans_2,entero,
A11,A.1,AV,Pueblos Originarios,,pueblos_originarios,entero,
A11,A.1,AW,Migrantes,,migrantes,entero,
A11,A.2,A,GRUPO DE PESQUISA,,grupo_de_pesquisa,entero,
A11,A.2,B,TOTAL,Procesados,total,entero,
A11,A.2,C,Reactivos,,total_2,entero,
A11,A.2,D,RANGO ETARIO,Menos de 6 meses | Procesados,rango_etario_menos_de_6_meses,entero,
A11,A.2,E,Reactivos,,rango_etario,entero,
A11,A.2,F,6 - 11 meses,Procesados,rango_etario_6_11_meses,entero,
A11,A.2,G,Reactivos,,rango_etario_2,entero,
A11,A.2,H,12-24 meses,Procesados,rango_etario_12_24_meses,entero,
A11,A.2,I,Reactivos,,rango_etario_3,entero,
A11,A.2,J,3 - 4 años,Procesados,rango_etario_3_4_anos,entero,
A11,A.2,K,Reactivos,,rango_etario_4,entero,
A11,A.2,L,5 - 9 años,Procesados,rango_etario_5_9_anos,entero,
A11,A.2,M,Reactivos,,rango_etario_5,entero,
A11,A.2,N,10 - 14 años,Procesados,rango_etario_10_14_anos,entero,
A11,A.2,O,Reactivos,,rango_etario_6,entero,
A11,A.2,P,15 - 19 años,Procesados,rango_etario_15_19_anos,entero,
A11,A.2,Q,Reactivos,,rango_etario_7,entero,
A11,A.2,R,20 - 24 años,Procesados,rango_etario_20_24_anos,entero,
A11,A.2,S,Reactivos,,rango_etario_8,entero,
A11,A.2,T,25 - 29 años,Procesados,rango_etario_25_29_anos,entero,
A11,A.2,U,Reactivos,,rango_etario_9,entero,
A11,A.2,V,30 - 34 años,Procesados,rango_etario_30_34_anos,entero,
A11,A.2,W,Reactivos,,rango_etario_10,entero,
A11,A.2,X,35 - 39 años,Procesados,rango_etario_35_39_anos,entero,
A11,A.2,Y,Reactivos,,rango_etario_11,entero,
A11,A.2,Z,40 - 44 años,Procesados,rango_etario_40_44_anos,entero,
A11,A.2,AA,Reactivos,,rango_etario_12,entero,
A11,A.2,AB,45 - 49 años,Procesados,rango_etario_45_49_anos,entero,
A11,A.2,AC,Reactivos,,rango_etario_13,entero,
A11,A.2,AD,50 - 54 años,Procesados,rango_etario_50_54_anos,entero,
A11,A.2,AE,Reactivos,,rango_etario_14,entero,
A11,A.2,AF,55 - 59 años,Procesados,rango_etario_55_59_anos,entero,
A11,A.2,AG,Reactivos,,rango_etario_15,entero,
A11,A.2,AH,60 - 64 años,Procesados,rango_etario_60_64_anos,entero,
A11,A.2,AI,Reactivos,,rango_etario_16,entero,
A11,A.2,AJ,65 - 69 años,Procesados,rango_etario_65_69_anos,entero,
A11,A.2,AK,Reactivos,,rango_etario_17,entero,
A11,A.2,AL,70 - 74 años,Procesados,rango_etario_70_74_anos,entero,
A11,A.2,AM,Reactivos,,rango_etario_18,entero,
A11,A.2,AN,75 - 79 años,Procesados,rango_etario_75_79_anos,entero,
A11,A.2,AO,Reactivos,,rango_etario_19,entero,
A11,A.2,AP,80 y más años,Procesados,rango_etario_80_y_mas_anos,entero,
A11,A.2,AQ,Reactivos,,rango_etario_20,entero,
A11,A.2,AR,POR SEXO (Procesados),Hombres,por_sexo_procesados_hombres,entero,
A11,A.2,AS,Mujeres,,por_sexo_procesados_mujeres,entero,
A11,A.2,AT,TRANS,Masculino,trans,entero,
A11,A.2,AU,Femenino,,trans_2,entero,
A11,A.2,AV,Pueblos Originarios,,pueblos_originarios,entero,
A11,A.2,AW,Migrantes,,migrantes,entero,
A11,A.3,A,GRUPO DE PESQUISA,,grupo_de_pesquisa,entero,
A11,A.3,B,TOTAL,Procesados,total,entero,
A11,A.3,C,Reactivos,,total_2,entero,
A11,A.3,D,RANGO ETARIO,Menos de 6 meses | Procesados,rango_etario_menos_de_6_meses,entero,
A11,A.3,E,Reactivos,,rango_etario,entero,
A11,A.3,F,6 - 11 meses,Procesados,rango_etario_6_11_meses,entero,
A11,A.3,G,Reactivos,,rango_etario_2,entero,
A11,A.3,H,12-24 meses,Procesados,rango_etario_12_24_meses,entero,
A11,A.3,I,Reactivos,,rango_etario_3,entero,
A11,A.3,J,3 - 4 años,Procesados,rango_etario_3_4_anos,entero,
A11,A.3,K,Reactivos,,rango_etario_4,entero,
A11,A.3,L,5 - 9 años,Procesados,rango_etario_5_9_anos,entero,
A11,A.3,M,Reactivos,,rango_etario_5,entero,
A11,A.3,N,10 - 14 años,Procesados,rango_etario_10_14_anos,entero,
A11,A.3,O,Reactivos,,rango_etario_6,entero,
A11,A.3,P,15 - 19 años,Procesados,rango_etario_15_19_anos,entero,
A11,A.3,Q,Reactivos,,rango_etario_7,entero,
A11,A.3,R,20 - 24 años,Procesados,rango_etario_20_24_anos,entero,
A11,A.3,S,Reactivos,,rango_etario_8,entero,
A11,A.3,T,25 - 29 años,Procesados,rango_etario_25_29_anos,entero,
A11,A.3,U,Reactivos,,rango_etario_9,entero,
A11,A.3,V,30 - 34 años,Procesados,rango_etario_30_34_anos,entero,
A11,A.3,W,Reactivos,,rango_etario_10,entero,
A11,A.3,X,35 - 39 años,Procesados,rango_etario_35_39_anos,entero,
A11,A.3,Y,Reactivos,,rango_etario_11,entero,
A11,A.3,Z,40 - 44 años,Procesados,rango_etario_40_44_anos,entero,
A11,A.3,AA,Reactivos,,rango_etario_12,entero,
A11,A.3,AB,45 - 49 años,Procesados,rango_etario_45_49_anos,entero,
A11,A.3,AC,Reactivos,,rango_etario_13,entero,
A11,A.3,AD,50 - 54 años,Procesados,rango_etario_50_54_anos,entero,
A11,A.3,AE,Reactivos,,rango_etario_14,entero,
A11,A.3,AF,55 - 59 años,Procesados,rango_etario_55_59_anos,entero,
A11,A.3,AG,Reactivos,,rango_etario_15,entero,
A11,A.3,AH,60 - 64 años,Procesados,rango_etario_60_64_anos,entero,
A11,A.3,AI,Reactivos,,rango_etario_16,entero,
A11,A.3,AJ,65 - 69 años,Procesados,rango_etario_65_69_anos,entero,
A11,A.3,AK,Reactivos,,rango_etario_17,entero,
A11,A.3,AL,70 - 74 años,Procesados,rango_etario_70_74_anos,entero,
A11,A.3,AM,Reactivos,,rango_etario_18,entero,
A11,A.3,AN,75 - 79 años,Procesados,rango_etario_75_79_anos,entero,
A11,A.3,AO,Reactivos,,rango_etario_19,entero,
A11,A.3,AP,80 y más años,Procesados,rango_etario_80_y_mas_anos,entero,
A11,A.3,AQ,Reactivos,,rango_etario_20,entero,
A11,A.3,AR,POR SEXO (Procesados),Hombres,por_sexo_procesados_hombres,entero,
A11,A.3,AS,Mujeres,,por_sexo_procesados_mujeres,entero,
A11,A.3,AT,TRANS,Masculino,trans,entero,
A11,A.3,AU,Femenino,,trans_2,entero,
A11,A.3,AV,Pueblos Originarios,,pueblos_originarios,entero,
A11,A.3,AW,Migrantes,,migrantes,entero,
A11,A.4,A,GRUPO DE PESQUISA,,grupo_de_pesquisa,entero,
A11,A.4,B,TOTAL,Procesados,total,entero,
A11,A.4,C,Reactivos,,total_2,entero,
A11,A.4,D,RANGO ETARIO,Menos de 6 meses | Procesados,rango_etario_menos_de_6_meses,entero,
A11,A.4,E,Reactivos,,rango_etario,entero,
A11,A.4,F,6 - 11 meses,Procesados,rango_etario_6_11_meses,entero,
A11,A.4,G,Reactivos,,rango_etario_2,entero,
A11,A.4,H,12-24 meses,Procesados,rango_etario_12_24_meses,entero,
A11,A.4,I,Reactivos,,rango_etario_3,entero,
A11,A.4,J,3 - 4 años,Procesados,rango_etario_3_4_anos,entero,
A11,A.4,K,Reactivos,,rango_etario_4,entero,
A11,A.4,L,5 - 9 años,Procesados,rango_etario_5_9_anos,entero,
A11,A.4,M,Reactivos,,rango_etario_5,entero,
A11,A.4,N,10 - 14 años,Procesados,rango_etario_10_14_anos,entero,
A11,A.4,O,Reactivos,,rango_etario_6,entero,
A11,A.4,P,15 - 19 años,Procesados,rango_etario_15_19_anos,entero,
